label,source,target
,"[ 不 少 人 出 游 或 回 家 计 划 泡 汤
","O O O O O O O O O O O O O
"
,"元 旦 只 放 假 一 天 , 这 让 很 多 习 惯 了 元 旦 3 天 小 长 假 的 人 不 得 不 取 消 出 游 或 回 家 计 划 。
","B_T I_T O O O O O O O O O O O O O B_T I_T O O O O O O O O O O O O O O O O O O O O
"
,"“ 原 本 以 为 元 旦 节 会 放 假 3 天 , 准 备 计 划 回 家 看 爸 爸 妈 妈 , 但 没 想 到 元 旦 只 休 息 1 天 , 所 以 就 不 能 回 家 了 , 只 好 等 到 过 年 再 回 去 。 ” 老 家 在 河 北 保 定 , 但 在 山 东 工 作 的 女 白 领 小 王 对 中 新 网 记 者 说 。
","O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B_T I_T O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B_LOC I_LOC I_LOC I_LOC O O O B_LOC I_LOC O O O O O O O O O O O O O O O O
"
,"在 上 海 从 事 康 复 治 疗 师 工 作 的 小 张 本 来 计 划 元 旦 去 黄 山 欣 赏 雪 景 。 这 个 计 划 也 因 为 元 旦 只 有 一 天 假 而 泡 汤 。
","O B_LOC I_LOC O O O O O O O O O O O O O O O O B_T I_T O B_LOC I_LOC O O O O O O O O O O O O B_T I_T O O O O O O O O O
"
,"在 北 京 工 作 的 小 贺 , 虽 然 离 老 家 石 家 庄 不 远 , 但 也 不 准 备 元 旦 回 家 了 。 “ 我 父 母 也 建 议 别 回 了 , 来 回 折 腾 , 还 不 如 周 末 回 去 下 。 ” 小 贺 说 。
","O B_LOC I_LOC O O O O O O O O O O O B_LOC I_LOC I_LOC O O O O O O O O B_T I_T O O O O O O O O O O O O O O O O O O O O O O O B_T I_T O O O O O O O O O
"
,"小 贺 还 告 诉 记 者 , 除 了 时 间 不 够 充 裕 外 , 回 一 趟 家 的 成 本 也 太 高 。 由 于 现 在 回 家 大 多 只 能 坐 高 铁 , 以 前 往 返 车 票 费 不 到 1 0 0 元 , 但 现 在 单 程 就 要 花 1 2 0 多 元 , “ 花 几 百 元 回 一 趟 家 , 在 家 却 只 待 不 到 一 天 , 太 不 值 。 ”
","O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B_T I_T O O O O O O O O O O O O O O O O O O O O O O O O O B_T I_T O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"
,"网 友 支 招 : 拼 假 成 功 可 享 5 天 假 期
","O O O O O O O O O O O O O B_T I_T
"
,"在 记 者 采 访 的 人 员 中 , 多 数 选 择 宅 在 家 里 、 朋 友 聚 会 等 方 式 来 度 过 元 旦 。 但 也 有 人 通 过 拼 假 获 得 了 5 天 假 期 去 旅 游 或 回 家 。
","O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B_T I_T O O O O O O O O O O O O O O B_T I_T O O O O O O O
"
,"由 于 2 0 1 4 年 元 旦 恰 逢 周 三 , 若 在 1 2 月 3 0 日 ( 周 一 ) 、 3 1 日 ( 周 二 ) 或 者 在 1 月 2 日 ( 周 四 ) 、 1 月 3 日 ( 周 五 ) 请 假 两 天 , 即 可 与 相 邻 周 末 相 连 , 形 成 5 天 小 长 假 。
","O O B_T I_T I_T I_T I_T I_T I_T O O B_T I_T O O O B_T I_T I_T I_T I_T I_T O B_T I_T O O B_T I_T I_T O B_T I_T O O O O B_T I_T I_T I_T O B_T I_T O O B_T I_T I_T I_T O B_T I_T O O O O O O O O O O O B_T I_T O O O O O O O O O O O
"
,"北 京 白 领 小 李 就 向 公 司 请 了 1 月 2 日 和 1 月 3 日 这 两 天 年 假 。 她 打 算 利 用 5 天 的 假 期 , 去 东 北 雪 乡 玩 一 趟 。
","B_LOC I_LOC O O O O O O O O O O B_T I_T I_T I_T O B_T I_T I_T I_T O O O O O O O O O O O O O O B_T I_T O O B_LOC I_LOC I_LOC I_LOC O O O O
"
,"在 安 徽 合 肥 工 作 的 小 燕 为 了 回 安 庆 老 家 看 看 , 就 向 单 位 请 了 1 2 月 3 0 日 和 1 2 月 3 1 日 这 两 天 事 假 。 小 燕 告 诉 记 者 : “ 元 旦 放 一 天 假 , 路 远 回 家 的 人 还 得 请 假 , 要 被 扣 几 百 元 。 ”
","O B_LOC I_LOC I_LOC I_LOC O O O O O O O O B_LOC I_LOC O O O O O O O O O O O B_T I_T I_T I_T I_T I_T O B_T I_T I_T I_T I_T I_T O O O O O O O O O O O O O O B_T I_T O O O O O B_PER I_PER O O O O O O O O O O O O O O O O O
"
,"[ 专 家 建 议 9 月 份 公 布 假 期 安 排
","O O O O O O O O O O B_T I_T O O
"
,"“ 每 年 1 2 月 上 中 旬 例 行 公 布 次 年 的 具 体 放 假 安 排 , 明 显 太 迟 , 不 利 于 民 众 安 排 自 己 的 假 日 生 活 , 今 年 尤 其 如 此 , 给 民 众 造 成 了 困 扰 。 ” 刘 思 敏 表 示 。
","O O O B_T I_T I_T O B_T I_T O O O O B_T I_T O O O O O O O O O O O O O O O O O O O O O O O O O O O O B_T I_T O O O O O O O O O O O O O O O B_PER I_PER I_PER O O O
"
,"刘 思 敏 建 议 , 以 后 可 以 考 虑 在 每 年 9 月 上 旬 公 布 次 年 的 放 假 安 排 , 以 方 便 民 众 提 前 安 排 假 期 。
","B_PER I_PER I_PER O O O O O O O O O O O O B_T I_T I_T I_T O O B_T I_T O O O O O O O O O O O O O O O B_T I_T O
"
,"需 要 注 意 的 是 , 虽 然 2 0 1 4 年 元 旦 只 放 假 1 天 , 但 2 0 1 5 年 元 旦 可 能 “ 恢 复 ” 3 天 小 长 假 。
","O O O O O O O O O B_T I_T I_T I_T I_T I_T I_T O O O O O O O B_T I_T I_T I_T I_T I_T I_T O O O O O O O O O O O O
"
,"按 照 今 年 公 开 征 求 民 意 的 放 假 安 排 方 案 , “ 元 旦 、 清 明 节 、 劳 动 节 、 端 午 节 、 中 秋 节 各 放 假 1 天 , 节 假 日 逢 周 三 时 不 调 休 , 仅 在 当 天 放 假 ; 逢 周 二 、 周 四 时 , 调 借 相 邻 周 六 、 周 日 形 成 3 天 小 长 假 ” 。 由 于 2 0 1 4 年 元 旦 恰 逢 周 三 , 因 此 只 放 1 天 假 ; 而 2 0 1 5 年 元 旦 节 适 逢 周 四 , 或 将 再 次 通 过 调 休 形 成 3 天 小 长 假 。 ( 完 )
","O O B_T I_T O O O O O O O O O O O O O O O B_T I_T O B_T I_T I_T O B_T I_T I_T O B_T I_T I_T O B_T I_T I_T O O O O O O B_T I_T I_T O B_T I_T I_T O O O O O O B_T I_T O O O O B_T I_T O B_T I_T I_T O O O O O B_T I_T O B_T I_T O O O O O O O O O O O B_T I_T I_T I_T I_T I_T I_T O O B_T I_T O O O O O O O O O O B_T I_T I_T I_T I_T O O O O O B_T I_T O O O O O O O O O O O O O O O O O O O O
"
,"2 0 1 4 年 1 月 1 日 , 澳 大 利 亚 悉 尼 , 海 港 大 桥 和 歌 剧 院 上 方 烟 花 盛 放 , 庆 祝 新 年 到 来 。
","B_T I_T I_T I_T I_T I_T I_T I_T I_T O B_LOC I_LOC I_LOC I_LOC I_LOC I_LOC O O O O O O O O O O O O O O O O O O B_T I_T O O O
"
,"德 国 吃 鲤 鱼 大 餐
","B_LOC I_LOC O O O O O
"
,"德 国 一 些 地 区 有 个 持 续 了 5 0 年 的 新 年 传 统 — — 看 喜 剧 短 片 《 一 个 人 的 晚 餐 》 。 德 国 多 家 电 视 台 都 会 在 新 年 前 夜 播 放 这 部 短 片 。 吃 鲤 鱼 也 被 一 些 德 国 人 视 为 新 年 大 餐 。 聚 会 上 人 们 还 会 做 些 有 趣 的 游 戏 , 比 如 “ 倒 铅 ” 。 就 是 将 铅 块 加 热 融 化 后 迅 速 倒 入 冷 水 中 , 待 凝 固 后 再 捞 出 , 然 后 根 据 铅 块 的 形 状 来 预 测 新 年 运 势 。
","B_LOC I_LOC O O O O O O O O O B_T I_T I_T O B_T I_T O O O O O O O O O O O O O O O O O O B_LOC I_LOC O O O O O O O O B_T I_T I_T I_T O O O O O O O O O O O O O O O O O O O B_T I_T O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B_T I_T O O O
"
,"俄 罗 斯 买 枞 树 许 愿
","B_LOC I_LOC I_LOC O O O O O
"
,"为 欢 度 元 旦 , 俄 罗 斯 人 会 把 枞 树 买 回 家 , 用 各 种 小 饰 品 进 行 装 饰 , 并 把 将 要 送 给 亲 友 的 礼 物 放 在 枞 树 下 。
","O O O B_T I_T O B_LOC I_LOC I_LOC O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"
,"[ 新 年 前 夜 , 俄 罗 斯 人 还 会 全 家 围 坐 在 电 视 机 前 , 听 总 统 新 年 贺 词 , 等 候 克 里 姆 林 宫 斯 巴 斯 克 塔 楼 敲 响 新 年 钟 声 。 有 人 还 会 在 新 年 零 时 打 开 家 门 并 许 愿 , 或 点 燃 写 下 心 愿 的 纸 条 , 然 后 将 灰 烬 放 进 酒 里 喝 进 肚 里 。
","B_T I_T I_T I_T I_T O B_LOC I_LOC I_LOC O O O O O O O O O O O O O O O O B_T I_T O O O O O B_LOC I_LOC I_LOC I_LOC I_LOC O B_LOC I_LOC I_LOC O O O O B_T I_T O O O O O O O O B_T I_T I_T I_T O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"
,"日 本 排 队 抢 “ 福 袋 ”
","B_LOC I_LOC O O O O O O O
"
,"日 本 人 把 新 年 前 夜 称 为 “ 除 夜 ” 。 而 有 “ 日 本 春 晚 ” 之 称 的 “ 红 白 歌 会 ” 则 是 日 本 百 姓 守 岁 时 的 必 看 节 目 。 与 中 国 的 春 晚 不 同 , 始 于 1 9 5 1 年 的 “ 红 白 歌 会 ” 是 一 场 歌 唱 “ 比 赛 ” 。
","O O O O B_T I_T I_T I_T O O O O O O O O O O B_LOC I_LOC O O O O O O O O O O O O O O B_LOC I_LOC O O O O O O O O O O O O B_LOC I_LOC O O O O O O O O B_T I_T I_T I_T I_T O O O O O O O O O O O O O O O O O
"
,"在 日 本 , 新 年 还 有 “ 抢 福 袋 ” 的 传 统 。 福 袋 不 多 , 为 了 能 讨 个 头 彩 , 日 本 人 常 常 新 年 一 大 早 就 去 排 队 , 在 商 店 开 门 时 “ 抢 福 ” 。
","O B_LOC I_LOC O B_T I_T O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B_T I_T O O O O O O O O O O O O O O O O O O O
"
,"委 内 瑞 拉 买 “ 招 财 内 衣 ”
","B_LOC I_LOC I_LOC I_LOC O O O O O O O
"
,"每 逢 岁 末 , 委 内 瑞 拉 百 姓 都 热 衷 购 买 黄 色 内 衣 , 认 为 只 要 贴 身 穿 着 黄 色 衣 服 , 来 年 就 能 “ 招 财 进 宝 ” 。 很 多 委 内 瑞 拉 人 还 喜 欢 将 大 面 额 纸 币 放 在 钱 包 或 右 脚 穿 的 鞋 子 里 , 表 示 自 己 掌 握 了 财 富 。 一 些 大 龄 女 青 年 为 祈 求 在 未 来 一 年 能 收 获 甜 蜜 爱 情 和 幸 福 婚 姻 , 还 会 在 新 年 到 来 时 站 在 椅 子 上 往 下 跳 , 或 从 桌 子 底 下 钻 过 去 。
","O O B_T I_T O B_LOC I_LOC I_LOC I_LOC O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B_LOC I_LOC I_LOC I_LOC O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B_T I_T O O O O O O O O O O O O O O O O O O B_T I_T O O O O O O O O O O O O O O O O O O O O O O
"
,"意 大 利 跳 河 迎 新 年
","B_LOC I_LOC I_LOC O O O B_T I_T
"
,"意 大 利 罗 马 特 有 的 辞 旧 迎 新 风 俗 是 跳 河 迎 新 年 , 距 今 已 有 6 0 多 年 的 历 史 。
","B_LOC I_LOC I_LOC I_LOC I_LOC O O O O O O O O O O O O O B_T I_T O O O O O O O O O O O O O
"
,"接 近 零 摄 氏 度 的 室 外 温 度 加 上 阵 阵 寒 风 , 让 人 们 对 光 着 膀 子 跳 进 冰 冷 河 水 中 的 壮 举 深 感 佩 服 。 能 连 续 多 年 参 加 新 年 跳 河 活 动 的 人 还 会 被 授 予 “ O K 先 生 ” 称 号 。
","O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B_T I_T O O O O O O O O O O O O O O O O O O O O
"
,"综 合 新 华 社 电
","O O B_ORG I_ORG I_ORG O
"
,"人 民 网 南 宁 1 月 1 日 电 ( 记 者 庞 革 平 ) 1 2 月 3 1 日 , 纵 穿 南 宁 南 北 方 向 的 南 宁 地 铁 2 号 线 全 线 正 式 开 工 。 地 铁 2 号 线 将 在 朝 阳 路 段 和 1 号 线 工 程 并 行 , 构 成 南 宁 市 线 网 的 十 字 骨 架 , 计 划 2 0 1 7 年 建 成 投 入 运 营 。 2 号 线 建 成 后 , 将 极 大 密 切 南 宁 西 乡 塘 片 区 、 市 中 心 城 区 与 江 南 片 区 之 间 的 交 通 联 系 , 成 为 南 宁 南 北 向 的 主 要 交 通 线 。 届 时 , 南 宁 将 建 成 运 营 两 条 “ 十 ” 字 型 结 构 的 地 铁 线 , 对 于 进 一 步 完 善 南 宁 交 通 运 输 网 络 , 缓 解 南 宁 交 通 压 力 , 提 升 市 民 的 出 行 质 量 和 效 率 具 有 重 要 意 义
","O O O B_LOC I_LOC I_T I_T I_T I_T O O O O B_PER I_PER I_PER O B_T I_T I_T I_T I_T I_T O O O B_LOC I_LOC O O O O O B_LOC I_LOC O O O O O O O O O O O O O O O O O O O B_LOC I_LOC O O O O O O O O O O O O O B_LOC I_LOC I_LOC O O O O O O O O O O B_T I_T I_T I_T I_T O O O O O O O O O O O O O O O O O O O B_LOC I_LOC O O O O O O O O O O O O O O O O O O O O O O O O O O B_LOC I_LOC O O O O O O O O O O O O O B_LOC I_LOC O O O O O O O O O O O O O O O O O O O O O O O O O O B_LOC I_LOC O O O O O O O O O B_LOC I_LOC O O O O O O O O O O O O O O O O O O O O O O O
"
,"记 者 从 广 西 南 宁 轨 道 交 通 有 限 公 司 了 解 到 , 南 宁 地 铁 2 号 线 北 起 西 津 , 南 至 玉 洞 后 折 向 正 东 方 向 , 东 延 1 6 . 3 公 里 后 止 于 六 晚 。 沿 线 经 过 安 吉 客 运 站 、 火 车 站 、 朝 阳 广 场 、 江 南 客 运 站 等 大 型 客 流 集 散 点 , 线 路 ( 含 延 长 线 ) 总 长 3 7 . 5 公 里 , 设 置 地 下 车 站 2 6 座 。 2 号 线 工 程 分 为 三 期 实 施 , 其 中 一 期 工 程 为 西 津 至 玉 洞 段 , 一 期 线 路 总 长 2 1 . 2 公 里 , 设 置 车 站 1 8 座 , 其 中 换 乘 站 6 座 , 地 下 三 层 站 5 座 。 站 、 场 总 建 筑 面 积 4 2 万 平 方 米 , 概 算 总 投 资 1 5 5 . 4 亿 元 , 将 消 耗 钢 材 约 2 0 万 吨 , 投 入 盾 构 数 量 1 8 台 。
","O O O B_LOC I_LOC I_LOC I_LOC O O O O O O O O O O O O B_LOC I_LOC O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B_LOC I_LOC O O O O O O O O B_LOC I_LOC O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"
,"根 据 《 广 西 壮 族 自 治 区 改 革 和 发 展 委 员 会 关 于 南 宁 市 轨 道 交 通 2 号 线 初 步 设 计 的 批 复 》 , 2 号 线 一 期 工 程 采 用 B 型 车 、 六 辆 编 组 , 近 期 配 属 车 辆 2 1 列 , 设 计 单 向 高 峰 最 大 断 面 初 、 近 、 期 客 流 指 标 分 别 为 1 . 5 8 万 人 小 时 和 3 . 4 1 万 人 小 时 , 近 期 行 车 间 隔 5 分 钟 , 最 高 行 车 速 度 8 0 公 里 小 时 。
","O O O B_LOC I_LOC O O O O O O O O O O O O O O O B_LOC I_LOC I_LOC O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B_T I_T O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B_T I_T O O O O O O O O O O O O O O O O O O O O O
"
,"[ 南 宁 地 铁 2 号 线 工 程 位 于 南 宁 盆 地 , 埋 深 范 围 内 广 泛 分 布 有 第 三 系 半 成 岩 及 松 散 圆 砾 , 富 水 性 高 、 渗 透 性 强 , 局 部 地 段 基 岩 出 露 , 线 路 南 段 揭 露 有 溶 洞 , 溶 蚀 裂 隙 带 分 布 。 根 据 2 号 线 工 程 的 地 质 特 点 , 全 线 车 站 采 用 明 挖 法 施 工 , 采 用 地 下 桩 墙 进 行 维 护 , 并 在 开 挖 过 程 中 辅 以 降 水 措 施 以 解 决 工 程 安 全 问 题 。 区 间 隧 道 均 采 用 盾 构 法 掘 进 , 以 控 制 开 挖 地 层 和 施 工 扰 动 。
","B_LOC I_LOC I_LOC O O O O O O O O O B_LOC I_LOC O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"
,"人 民 网 南 宁 1 月 1 日 电 ( 张 红 璐 、 冯 梅 丽 ) 新 年 伊 始 , 南 宁 经 济 技 术 开 发 区 亮 出 2 0 1 3 年 度 招 商 引 资 成 绩 单 : 截 至 1 2 月 3 1 日 , 南 宁 经 开 区 引 进 项 目 9 2 个 , 总 投 资 额 1 5 7 . 9 3 亿 元 ; 实 际 到 位 内 资 7 3 亿 元 , 直 接 利 用 外 资 6 3 1 5 万 美 元 , 分 别 完 成 全 年 任 务 的 1 1 2 . 3 1 % 和 1 0 0 . 2 3 % , 同 比 增 长 1 0 . 2 5 % 和 1 4 . 5 2 % 。
","O O O B_LOC I_LOC I_T I_T I_T I_T O O B_PER I_PER I_PER O B_PER I_PER I_PER O O O O O O B_LOC I_LOC O O O O B_LOC I_LOC I_LOC O O O O O O O O O O O O O O O O O O B_T I_T I_T I_T I_T I_T O B_LOC I_LOC O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"
,"南 宁 经 开 区 今 年 全 面 完 成 招 商 引 资 任 务 , 得 益 于 自 治 区 党 委 常 委 、 南 宁 市 委 书 记 余 远 辉 , 南 宁 市 长 周 红 波 亲 自 带 队 为 经 开 区 招 商 和 服 务 重 大 项 目 。 研 祥 、 中 恒 、 神 冠 、 柳 药 、 丰 业 百 会 、 科 创 等 一 批 重 大 项 目 得 以 成 功 引 进 , 总 投 资 额 8 8 . 7 5 亿 元 。
","B_LOC I_LOC O O O B_T I_T O O O O O O O O O O O O O O O O O O O O O O B_LOC I_LOC O O O O B_PER I_PER I_PER O B_LOC I_LOC O O B_PER I_PER I_PER O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"
,"此 外 , 南 宁 经 开 区 利 用 自 身 优 势 , 不 断 创 新 招 商 引 资 方 式 , 为 招 商 项 目 落 户 创 造 良 好 条 件 。
","O O O B_LOC I_LOC O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"
,"南 宁 经 开 区 按 照 产 业 定 位 招 商 , 紧 紧 围 绕 生 物 制 药 、 轻 工 食 品 、 新 材 料 、 机 电 制 造 等 产 业 开 展 招 商 引 资 活 动 , 以 引 进 世 界 5 0 0 强 、 中 国 百 强 企 业 为 主 要 目 标 , 着 力 引 进 行 业 龙 头 。
","B_LOC I_LOC O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B_LOC I_LOC O O O O O O O O O O O O O O O O O O O
"
,"同 时 , 南 宁 经 开 区 按 照 产 业 链 招 商 。 新 引 进 的 中 恒 、 神 冠 、 柳 药 、 丰 业 百 会 、 科 创 等 一 批 重 大 医 药 项 目 , 与 园 区 内 已 引 进 的 国 药 物 流 、 柳 州 医 药 等 医 药 流 通 企 业 , 延 伸 医 药 产 业 配 套 企 业 的 招 商 , 形 成 包 括 研 发 、 生 产 、 销 售 、 配 送 在 内 的 完 整 的 生 物 医 药 全 产 业 链 , 使 经 开 区 形 成 一 个 重 点 领 域 和 行 业 特 色 鲜 明 、 技 术 领 先 、 具 备 强 竞 争 力 的 国 内 知 名 生 物 医 药 产 业 园 区 。
","O O O B_LOC I_LOC O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B_LOC I_LOC O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"
,"在 项 目 准 入 方 面 , 经 开 区 建 立 起 评 估 机 制 。 招 商 部 门 在 洽 谈 项 目 的 过 程 中 , 组 织 国 税 、 地 税 、 国 土 、 规 划 等 相 关 部 门 进 行 评 估 , 严 格 筛 选 入 区 项 目 。 并 坚 持 招 大 引 强 战 略 , 有 目 的 地 洽 谈 高 新 技 术 企 业 、 龙 头 企 业 和 知 名 企 业 , 尤 其 是 引 进 规 模 大 、 产 值 大 、 利 润 大 、 影 响 力 大 , 年 创 税 较 高 的 优 质 企 业 , 抬 高 入 区 项 目 的 门 槛 。
","O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"
,"为 了 让 项 目 快 速 落 地 , 南 宁 经 开 区 在 服 务 上 做 足 功 夫 , 打 造 优 质 环 境 , 筑 巢 引 凤 。 经 开 区 通 过 不 断 优 化 诚 实 守 信 、 开 放 包 容 、 廉 洁 高 效 的 政 务 环 境 , 为 招 商 项 目 开 辟 “ 绿 色 通 道 ” , 提 升 服 务 质 量 和 效 率 。 同 时 , 大 力 推 进 园 区 基 础 设 施 建 设 , 不 断 完 善 道 路 、 排 水 、 排 污 、 电 力 通 讯 等 园 区 配 套 网 络 , 提 升 招 商 项 目 承 载 能 力 , 推 进 招 商 项 目 快 速 落 地 建 设 。 ( 完 )
","O O O O O O O O O O B_LOC I_LOC O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"
,"人 民 网 1 月 1 日 讯 据 B B C 报 道 , 伦 敦 市 政 府 拟 投 入 巨 资 修 建 自 行 车 空 中 专 用 高 速 公 路 网 络 , 方 便 人 们 骑 自 行 车 上 下 班 和 出 游 。 建 筑 师 已 提 出 建 设 方 案 , 预 计 建 成 时 间 将 花 费 2 0 年 。
","O O O B_T I_T I_T I_T O O O O O O O O B_LOC I_LOC O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B_T I_T I_T O
"
,"这 项 名 为 “ 空 中 自 行 车 道 ” ( S k y C y c l e ) 的 自 行 车 高 速 公 路 网 , 由 英 国 著 名 建 筑 师 诺 曼 · 佛 斯 特 负 责 设 计 。 根 据 他 1 2 月 2 9 日 公 布 这 项 规 划 方 案 , 路 网 总 长 2 1 9 公 里 , 第 一 阶 段 建 设 将 从 伦 敦 东 区 开 始 通 往 利 物 浦 街 火 车 站 , 耗 资 将 超 过 两 亿 英 镑 。 如 果 计 划 获 得 批 准 , 将 在 现 有 的 铁 路 上 方 建 造 1 0 条 自 行 车 高 速 路 , 预 计 将 花 费 2 0 年 完 成 。
","O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B_LOC I_LOC O O O O O B_PER I_PER I_PER I_PER I_PER I_PER O O O O O O O O B_T I_T I_T I_T I_T I_T O O O O O O O O O O O O O O O O O O O O O O O O O O O B_LOC I_LOC I_LOC I_LOC O O O O B_LOC I_LOC I_LOC O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B_T I_T I_T O O O
"
,"这 项 计 划 将 送 往 投 资 各 方 进 行 咨 询 , 然 后 提 出 申 请 。 佛 斯 特 说 , 骑 自 行 车 是 他 最 喜 欢 嗜 好 之 一 , 特 别 是 和 朋 友 结 伴 骑 车 旅 行 。 “ 我 认 为 , 能 够 步 行 和 骑 自 行 车 的 城 市 要 比 只 能 开 车 的 城 市 更 加 宜 居 。 ” 佛 斯 特 说 , “ 为 了 改 善 伦 敦 居 民 的 生 活 质 量 , 鼓 励 新 一 代 人 以 自 行 车 代 步 , 我 们 必 须 确 保 安 全 。 ” “ 但 是 , 伦 敦 的 街 道 是 隔 离 汽 车 和 骑 车 人 的 最 大 障 碍 , 发 展 空 间 实 在 太 小 。 ”
","O O O O O O O O O O O O O O O O O O O O O O O B_PER I_PER I_PER O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B_PER I_PER I_PER O O O O O O O B_LOC I_LOC O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B_LOC I_LOC O B_LOC I_LOC O O O O O O O O O O O O O O O O O O O O O O O O O
"
,"“ S k y C y c l e 方 案 是 采 取 非 常 规 的 设 计 方 法 在 拥 挤 的 城 市 中 找 到 空 间 。 通 过 在 城 市 铁 路 上 空 建 设 通 道 , 可 创 造 出 世 界 级 安 全 、 不 受 车 辆 干 扰 的 自 行 车 道 , 而 且 路 线 对 于 通 勤 者 来 说 非 常 理 想 。 ”
","O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"
,"佛 斯 特 最 初 开 展 的 研 究 显 示 , 这 个 系 统 容 量 大 , 成 本 要 比 建 设 新 的 道 路 和 隧 道 低 许 多 。 根 据 佛 斯 特 的 方 案 , 在 铁 道 上 方 修 建 的 高 架 道 路 约 三 层 楼 高 , 沿 途 设 有 2 0 0 多 处 斜 坡 引 道 上 下 。 开 发 团 队 估 计 , 每 条 路 线 每 小 时 可 容 纳 1 2 0 0 0 辆 自 行 车 , 高 峰 时 段 整 个 路 网 行 车 容 量 可 达 4 0 万 辆 , 将 缩 短 通 勤 时 间 2 9 分 钟 。 ( 老 任 )
","B_PER I_PER I_PER O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B_PER I_PER I_PER O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"
,"原 标 题 : 深 圳 城 管 队 长 当 街 被 砍 1 2 刀 行 凶 者 砍 完 后 现 场 拍 照
","O O O O B_LOC I_LOC O O O O O O O O O O O O O O O O O O O O O
"
,"陈 锦 文 腿 部 受 到 重 创 。
","B_PER I_PER I_PER O O O O O O O
"
